asn,communityGroupsAndNonprofits,computerAndInformationTechnology,educationAndResearch,financeAndInsurance,governmentAndPublicAdministration,healthCareServices,other,"media,Publishing,AndBroadcasting",service,"agriculture,Mining,AndRefineries(farming,Greenhouses,Mining,Forestry,AndAnimalFarming)",constructionAndRealEstate,"museums,Libraries,AndEntertainment",utilities(excludingInternetService),travelAndAccommodation,"freight,Shipment,AndPostalServices","retailStores,Wholesale,AndE_commerceSites",manufacturing
52447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52459,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52569,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52628,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52649,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52803,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52867,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53049,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53399,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53406,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53421,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53459,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53469,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53518,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53622,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53648,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54060,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54397,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54436,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54453,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54520,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54521,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54583,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54680,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54811,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54949,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55027,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55057,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55206,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55439,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55440,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55542,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55597,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
55604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55616,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55620,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
55656,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55680,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55815,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55822,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55824,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55887,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55957,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55971,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56036,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56393,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56561,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
56584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56811,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
56854,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57473,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57580,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57584,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57782,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57884,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57924,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58094,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58280,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58282,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58369,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58406,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58436,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58593,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58681,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58828,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58894,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59194,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
59195,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
59202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59323,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59510,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59654,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
60068,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60174,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
60185,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60290,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60382,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60725,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60813,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60855,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60990,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
61069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61314,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
61317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61447,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61455,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61471,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61476,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61481,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61509,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61569,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61656,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61690,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61721,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
61738,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61785,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61880,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62509,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62510,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62546,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62553,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62558,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62597,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62644,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62648,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62677,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62678,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62693,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62712,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62718,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62826,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
62866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62867,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62894,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63028,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63098,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63324,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63541,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63635,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63644,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
63704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63791,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63932,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63949,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63951,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131352,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131486,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
131795,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131799,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
131820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131931,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
131944,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
132048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132093,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
132097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
132203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
132221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
132634,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
132825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
132978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
133217,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
133253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133386,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
133477,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133590,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134099,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135228,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135294,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
135301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135403,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
135407,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135428,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135647,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
135655,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135835,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135956,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
136061,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
136311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136530,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136754,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136907,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137064,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
137087,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
137184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137313,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
137415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
137562,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
137669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
137938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
138038,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
138040,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
138424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
138456,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138685,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
138699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
