asn,as_name,top_level_category,sub_category
46293,Midwest Energy & Communications,Access,SmallISP
46293,Midwest Energy & Communications,EnergyAndUtility,
15562,Job Snijders,Personal,
146979,University of Nagasaki,EducationalResearch,University
7896,University of Nebraska,EducationalResearch,University
3582,University of Oregon,EducationalResearch,University
56056,Amity University,EducationalResearch,University
140918,CMKL University,EducationalResearch,University
328419,Bayero University,EducationalResearch,University
32082,Bridgewater State University,EducationalResearch,University
2698,Iowa State University,EducationalResearch,University
4201,Oregon State University,EducationalResearch,University
29848,West Chester University,EducationalResearch,University
33091,University of Calgary,EducationalResearch,University
32071,Western Kentucky University,EducationalResearch,University
7968,Loyola University of Chicago,EducationalResearch,University
55680,Universitas Atma Jaya Yogyakarta,EducationalResearch,University
45304,Universitas Kristen Petra,EducationalResearch,University
38280,Monash University Malaysia,EducationalResearch,University
200259,The American University of Paris,EducationalResearch,University
401264,University of Arkansas Community College at Morrilton,EducationalResearch,University
6192,University of California at Davis,EducationalResearch,University
160,University of Chicago,EducationalResearch,University
104,University of Colorado at Boulder,EducationalResearch,University
6360,University of Hawaii,EducationalResearch,University
36859,University of Houston AS36859,EducationalResearch,University
7276,University of Houston AS7276,EducationalResearch,University
3676,University of Iowa,EducationalResearch,University
397607,University of Iowa MIC,EducationalResearch,University
37420,University of Jos,EducationalResearch,University
22985,University of Louisiana at Lafayette,EducationalResearch,University
557,University of Maine System,EducationalResearch,University
269906,Chaco Digital SA,Access,SmallISP
52373,ECOM CHACO,Access,SmallISP
3449,University of Buenos Aires,EducationalResearch,University
3449,University of Buenos Aires,Government,Executive
3449,University of Buenos Aires,Government,StateProvince
269766,Consejo de la Magistatura CABA,Government,Judiciary
269766,Consejo de la Magistatura CABA,Government,CityCountyMunicipality
267816,MINISTERIO PUBLICO DE LA CIUDAD AUTONOMA DE BUENOS AIRES,Government,Executive
267816,MINISTERIO PUBLICO DE LA CIUDAD AUTONOMA DE BUENOS AIRES,Government,CityCountyMunicipality
270044,CORRIENTES TELECOMUNICACIONES,Access,SmallISP
270044,CORRIENTES TELECOMUNICACIONES,Government,Executive
270044,CORRIENTES TELECOMUNICACIONES,Government,StateProvince
272834,ENER Entre Ríos,Government,Executive
272834,ENER Entre Ríos,Government,StateProvince
272834,ENER Entre Ríos,EnergyAndUtility,
263791,REFSA Formosa,Access,SmallISP
263791,REFSA Formosa,Government,Executive
263791,REFSA Formosa,Government,StateProvince
52308,AGUAS DEL COLORADO SAPEM,Government,Executive
52308,AGUAS DEL COLORADO SAPEM,Government,StateProvince
52308,AGUAS DEL COLORADO SAPEM,EnergyAndUtility,
264808,Gobierno de Mendoza - Ministerio de Hacienda,Government,Executive
264808,Gobierno de Mendoza - Ministerio de Hacienda,Government,StateProvince
263774,Marandu Comunicaciones,Access,SmallISP
263774,Marandu Comunicaciones,Government,Executive
263774,Marandu Comunicaciones,Government,StateProvince
262222,OPTIC Neuquén,Government,Executive
262222,OPTIC Neuquén,Government,StateProvince
267820,NEUTICS Neuquén,Access,SmallISP
267820,NEUTICS Neuquén,Government,Executive
267820,NEUTICS Neuquén,Government,StateProvince
265687,ALTEC Río Negro,Access,SmallISP
265687,ALTEC Río Negro,Satellite,
265687,ALTEC Río Negro,Government,Executive
265687,ALTEC Río Negro,Government,StateProvince
264848,STIC - Gobierno de Salta,Government,Executive
264848,STIC - Gobierno de Salta,Government,StateProvince
52440,"Universidad de La Punta, San Luis",EducationalResearch,University
52440,"Universidad de La Punta, San Luis",Government,Executive
52440,"Universidad de La Punta, San Luis",Government,CityCountyMunicipality
52293,Gobierno de Santa Fe,Government,Executive
52293,Gobierno de Santa Fe,Government,StateProvince
47447,23M GmbH,ContentProvider,Hosting
51701,Adminor Aktiebolag,ContentProvider,Hosting
328608,Africa on Cloud,ContentProvider,Hosting
38136,Akari Networks Limited,ContentProvider,Hosting
266768,MEGANET,Access,SmallISP
47147,Anexia,ContentProvider,Hosting
60150,area-7 IT-Services GmbH,ContentProvider,Hosting
41075,ATW Internet Kft.,ContentProvider,Hosting
23507,AVSISP,ContentProvider,Hosting
151704,Bharat Datacenter,ContentProvider,Hosting
216360,Valor Node,ContentProvider,Hosting
6597,Coloblox Data Centers,ContentProvider,Hosting
17139,ColoradoColo,ContentProvider,Hosting
198468,Dutch Internet Services,ContentProvider,Hosting
212815,Dyjix SAS,ContentProvider,Hosting
7195,EdgeUno,Transit,Regional
264254,AZAN SERVICOS DE INTERNET,ContentProvider,Hosting
62553,Elcro Digital Services LLC,ContentProvider,Hosting
48927,ESEVEN DevOps GmbH,ContentProvider,Hosting
21738,Rozint,Transit,Domestic
47152,Fibersix di Ascione Francesco,Access,SmallISP
47152,Fibersix di Ascione Francesco,Mobile,
47152,Fibersix di Ascione Francesco,Government,Executive
47152,Fibersix di Ascione Francesco,Government,CityCountyMunicipality
42831,UK Dedicated Servers,ContentProvider,Hosting
50338,GamerHost s.r.o.,ContentProvider,Hosting
21472,ServerHouse Ltd.,ContentProvider,Hosting
263702,Grupo ZGH,ContentProvider,Hosting
3280,ENGINYRING,ContentProvider,Hosting
198831,Holycloud,ContentProvider,Hosting
213683,Host.AL,ContentProvider,Hosting
47272,HYEHOST,ContentProvider,Hosting
202662,Hytron Network Services,ContentProvider,Hosting
34927,FogNet - iFog GmbH,Transit,Global
397373,H4Y Technologies LLC,ContentProvider,Hosting
60707,Kapteyan A.S.,ContentProvider,Hosting
14061,DigitalOcean,ContentProvider,Cloud
14061,DigitalOcean,DNS,ANS
14627,NO-IP,DNS,ANS
12008,UltraDNS,DNS,ANS
20144,ICANN Managed Root Server,DNS,Roots
54994,Meteverse Cloud,ContentProvider,CDN
54994,Meteverse Cloud,DNS,ANS
63363,Tucows.com Co.,DNS,ANS
396566,VeriSign Global Registry Services,DNS,ANS
32934,Meta,Enterprise,Technology
714,Apple,Enterprise,Technology
62597,NSONE Inc,DNS,ANS
132203,Tencent Global,DNS,ANS
132203,Tencent Global,Enterprise,Technology
6619,Samsung SDS,ContentProvider,Hosting
6619,Samsung SDS,DNS,ANS
6619,Samsung SDS,Enterprise,Technology
203391,ClouDNS,DNS,ANS
25888,HP Inc.,DNS,ANS
25888,HP Inc.,Enterprise,Technology
397213,"Vercara, LLC",DNS,ANS
33353,Sony Interactive Entertainment,Enterprise,Entertainment
33353,Sony Interactive Entertainment,Enterprise,Technology
16552,Tiggee,DNS,ANS
398037,NVIDIA Corporation,Enterprise,Technology
31898,Oracle Cloud Infrastructure,ContentProvider,Cloud
31898,Oracle Cloud Infrastructure,DNS,ANS
21342,Akamai International B.V.,ContentProvider,CDN
21342,Akamai International B.V.,DNS,ANS
41095,IPTP Networks,Transit,Global
1239,Sprint,Transit,Global
286,GTT,Transit,Global
7713,TELIN,Transit,Regional
7713,TELIN,Government,Executive
7713,TELIN,Government,FederalNational
34549,meerfarbig GmbH & Co. KG,Transit,Regional
4766,KT Corporation (Korea Telecom),Access,LargeISP
4766,KT Corporation (Korea Telecom),Mobile,
2497,Internet Initiative Japan,Transit,Global
2516,KDDI,Access,LargeISP
2516,KDDI,Transit,Global
2516,KDDI,Mobile,
23947,Moratel International - Global (NAP),Access,LargeISP
23947,Moratel International - Global (NAP),Transit,Regional
3462,"Chunghwa Telecom Co., Ltd.",Access,LargeISP
3462,"Chunghwa Telecom Co., Ltd.",Mobile,
38930,FiberRing,Access,SmallISP
38930,FiberRing,Transit,Regional
33891,Core-Backbone,Transit,Global
41327,Fiber Telecom (FT),Transit,Regional
24482,SG.GS,Transit,Global
9121,Turk Telekom,Access,LargeISP
9121,Turk Telekom,Transit,Regional
9121,Turk Telekom,Mobile,
6663,Türk Telekom International,Access,SmallISP
6663,Türk Telekom International,Transit,Global
6663,Türk Telekom International,Mobile,
3132,Red Cientifica Peruana,EducationalResearch,ResearchInstitutes
327992,Ghanaian Academic and Research Network,EducationalResearch,ResearchInstitutes
37074,University of Ghana,EducationalResearch,University
209092,SNCF Connect & Tech Services SASUFrance,Government,Executive
209092,SNCF Connect & Tech Services SASUFrance,Government,FederalNational
209092,SNCF Connect & Tech Services SASUFrance,Transportation,Trains
205555,SNCF Connect & Tech Services SASUFrance,Government,Executive
205555,SNCF Connect & Tech Services SASUFrance,Government,FederalNational
205555,SNCF Connect & Tech Services SASUFrance,Transportation,Trains
203885,Societe nationale SNCF SA,Government,Executive
203885,Societe nationale SNCF SA,Government,FederalNational
203885,Societe nationale SNCF SA,Transportation,Trains
15937,ADIF,Government,Executive
15937,ADIF,Government,FederalNational
15937,ADIF,Transportation,Trains
34216,TRENITALIA SPA,Government,Executive
34216,TRENITALIA SPA,Government,FederalNational
34216,TRENITALIA SPA,Transportation,Trains
204445,DB Systel GmbH,Government,Executive
204445,DB Systel GmbH,Government,FederalNational
204445,DB Systel GmbH,Transportation,Trains
211616,JSC RZD-Zdorovie,Government,Executive
211616,JSC RZD-Zdorovie,Government,FederalNational
211616,JSC RZD-Zdorovie,Transportation,Trains
63347,BNSF Logistics LLC,Transportation,Trains
9403,Institute of Scientific and Technical Information of China,EducationalResearch,ResearchInstitutes
9403,Institute of Scientific and Technical Information of China,Government,Executive
9403,Institute of Scientific and Technical Information of China,Government,FederalNational
9401,National Library of China,Government,FederalNational
9401,National Library of China,TvRadioCulturalAmenities,
63644,"Cardinal Health (China) Investment Co., Ltd.",Government,Executive
63644,"Cardinal Health (China) Investment Co., Ltd.",Government,FederalNational
63644,"Cardinal Health (China) Investment Co., Ltd.",Health,Hospitals
63635,China Internet Network Information Center,Government,Executive
63635,China Internet Network Information Center,Government,FederalNational
63635,China Internet Network Information Center,Government,Agencies
63635,China Internet Network Information Center,DNS,ccTLD
28637,Cia Proc. de Dados do Estado de S Paulo - Prodesp,Government,Executive
28637,Cia Proc. de Dados do Estado de S Paulo - Prodesp,Government,StateProvince
28637,Cia Proc. de Dados do Estado de S Paulo - Prodesp,Enterprise,Technology
63324,Capital Metropolitan Transportation Authority,Government,Executive
63324,Capital Metropolitan Transportation Authority,Government,CityCountyMunicipality
63324,Capital Metropolitan Transportation Authority,Transportation,TransitAuthority
54153,Los Angeles County Metropolitan Transportation Authority,Government,Executive
54153,Los Angeles County Metropolitan Transportation Authority,Government,CityCountyMunicipality
54153,Los Angeles County Metropolitan Transportation Authority,Transportation,TransitAuthority
398062,Southeastern Pennsylvania Transportation Authority,Government,Executive
398062,Southeastern Pennsylvania Transportation Authority,Government,CityCountyMunicipality
398062,Southeastern Pennsylvania Transportation Authority,Transportation,TransitAuthority
397508,"North Jersey Transportation Planning Authority, Inc.",Government,Executive
397508,"North Jersey Transportation Planning Authority, Inc.",Government,CityCountyMunicipality
397508,"North Jersey Transportation Planning Authority, Inc.",Transportation,TransitAuthority
396192,South Jersey Transportation Authority,Government,Executive
396192,South Jersey Transportation Authority,Government,CityCountyMunicipality
396192,South Jersey Transportation Authority,Transportation,TransitAuthority
394993,Santa Clara Valley Transportation Authority,Government,Executive
394993,Santa Clara Valley Transportation Authority,Government,CityCountyMunicipality
394993,Santa Clara Valley Transportation Authority,Transportation,TransitAuthority
29977,Whatcom Transportation Authority,Government,Executive
29977,Whatcom Transportation Authority,Government,CityCountyMunicipality
29977,Whatcom Transportation Authority,Transportation,TransitAuthority
19722,Niagara Frontier Transportation Authority,Government,Executive
19722,Niagara Frontier Transportation Authority,Government,CityCountyMunicipality
19722,Niagara Frontier Transportation Authority,Transportation,TransitAuthority
890,Hermiston School District 8R,EducationalResearch,Schools
8150,Mobile Public School System,EducationalResearch,Schools
7970,Leon County School District,EducationalResearch,Schools
6975,Lexington County School District,EducationalResearch,Schools
6642,Rainbow District School,EducationalResearch,Schools
6377,Eugene School District 4J,EducationalResearch,Schools
63419,Dufferin-Peel Catholic District School,EducationalResearch,Schools
63400,Lubbock Independent School District,EducationalResearch,Schools
63398,Twin Rivers Unified School District,EducationalResearch,Schools
63359,Simcoe Muskoka Catholic District School,EducationalResearch,Schools
63312,South Carolina Governor's School for Science and Mathematics,EducationalResearch,Schools
63205,Elwood Union Free School District,EducationalResearch,Schools
63171,Pasadena Independent School District,EducationalResearch,Schools
63036,Coppell Independent School District,EducationalResearch,Schools
62999,Fort Zumwalt School District,EducationalResearch,Schools
62894,Puyallup School District,EducationalResearch,Schools
62867,Aldine Independent School District,EducationalResearch,Schools
62757,Richardson Independent School District,EducationalResearch,Schools
62718,Springfield School District,EducationalResearch,Schools
62705,Spotsylvania County School Board,EducationalResearch,Schools
62678,Horace Mann School,EducationalResearch,Schools
62677,William Floyd Union Free School District,EducationalResearch,Schools
62558,Weslaco Independent School District,EducationalResearch,Schools
62552,San Marino Unified School District,EducationalResearch,Schools
62546,Frisco Independent School District,EducationalResearch,Schools
62510,North East Independent School District,EducationalResearch,Schools
62509,Waxahachie Independent School District,EducationalResearch,Schools
60382,Cranleigh SchoolUnited Kingdom,EducationalResearch,Schools
59202,St. Michael's Grammar School,EducationalResearch,Schools
58706,Xavier SchoolPhilippines,EducationalResearch,Schools
5724,University of Massachusetts Medical School,EducationalResearch,Schools
55887,Diocesan School for GirlsNew Zealand,EducationalResearch,Schools
55813,The Rural Clinical School of Western Australia (Head Office),EducationalResearch,Schools
55268,Edmonds School District #15,EducationalResearch,Schools
55260,Polk School District,EducationalResearch,Schools
55206,Foothills School Division No. 38,EducationalResearch,Schools
55133,St. Croix Central School District,EducationalResearch,Schools
55027,Independent School District 625,EducationalResearch,Schools
54933,Austin Independent School District,EducationalResearch,Schools
54925,Fairbanks North Star Borough School District,EducationalResearch,Schools
54776,West Essex Regional School District,EducationalResearch,Schools
54772,Klein Independent School District,EducationalResearch,Schools
54556,McCallie School,EducationalResearch,Schools
54520,Calgary Catholic School District,EducationalResearch,Schools
54453,Medicine Hat School District #76,EducationalResearch,Schools
54443,Eden Prairie School District,EducationalResearch,Schools
54436,Highline School District,EducationalResearch,Schools
54397,Lakefield College School,EducationalResearch,Schools
54304,Weld County School District Six,EducationalResearch,Schools
54248,School Board of Gadsden County,EducationalResearch,Schools
54192,Montebello Unified School District,EducationalResearch,Schools
54060,Poudre School District R-1,EducationalResearch,Schools
53906,Lethbridge School District No. 51,EducationalResearch,Schools
53777,Francis W. Parker School,EducationalResearch,Schools
53772,Tempe Union High School District #213,EducationalResearch,Schools
53648,"The School Board of Alachua County, Florida",EducationalResearch,Schools
53643,Manteno Community Unit School District 5,EducationalResearch,Schools
53642,Central Community Unit School District 301,EducationalResearch,Schools
53631,Ottawa Catholic School,EducationalResearch,Schools
53622,Copiague Union Free School District,EducationalResearch,Schools
53469,Kenai Peninsula Borough School District,EducationalResearch,Schools
53446,Eastern Virginia Medical School,EducationalResearch,Schools
53421,Troy City School District,EducationalResearch,Schools
53406,Deer Park Independent School District,EducationalResearch,Schools
53399,Clarkstown Central School District,EducationalResearch,Schools
53357,Douglas County School District RE.1,EducationalResearch,Schools
53296,State College Area School District,EducationalResearch,Schools
5101,The School District of Lee County,EducationalResearch,Schools
14618,"Amazon.com, Inc.",ContentProvider,Cloud
63949,Akamai Connected Cloud,ContentProvider,Cloud
20473,"The Constant Company, LLC",ContentProvider,Cloud
8987,Amazon Data Services Ireland Ltd,ContentProvider,Cloud
58593,"Shanghai Blue Cloud Technology Co.,Ltd",ContentProvider,Cloud
8070,Microsoft Corporation,ContentProvider,Cloud
55960,Beijing Guanghuan Xinwang Digital,ContentProvider,Cloud
19527,Google LLC,ContentProvider,Cloud
135629,Ningxia West Cloud Data Technology Co.Ltd.,ContentProvider,Cloud
8069,Microsoft Corporation,ContentProvider,Cloud
200350,Yandex.Cloud LLC,ContentProvider,Cloud
6167,Verizon Business,Access,LargeISP
6167,Verizon Business,Mobile,
6167,Verizon Business,ContentProvider,Cloud
3598,Microsoft Corporation,ContentProvider,Cloud
59067,"Microsoft Mobile Alliance Internet Services Co., Ltd",ContentProvider,Cloud
17676,SoftBank Corp.,Access,LargeISP
17676,SoftBank Corp.,Mobile,
30453,Central Ohio Transit Authority,Transportation,TransitAuthority
394741,Idaho Central Credit Union,Finance,CreditUnion
399023,CENTRAL ALABAMA ELECTRIC COOPERATIVE,EnergyAndUtility,
399023,CENTRAL ALABAMA ELECTRIC COOPERATIVE,Cooperatives,
29894,South Central Rural Telecommunications Cooperative Inc.,Access,SmallISP
29894,South Central Rural Telecommunications Cooperative Inc.,Cooperatives,
61690,Central das Cooperativas de Credito do Estado do PBrazil,Finance,CreditUnion
60813,Banco de Sabadell SA,Finance,Bank
61513,BANCO DE FOMENTO A LA PRODUCCION,Finance,Bank
60290,"LLC ""CENTRAL CASH REGISTER""",Finance,Bank
41708,Banco Credibom S.A.,Finance,Bank
35519,Banco di Desio e della Brianza SPA,Finance,Bank
328440,"Banco BAI Cabo Verde, SA",Finance,Bank
328283,Banco de Poupana e Crdito S.A,Finance,Bank
328274,"BIM - Banco Internacional de Mocambique, SA",Finance,Bank
328273,"BCS- Banco de Credito do Sul, S.A.",Finance,Bank
328165,"Banco de Investimento Rural, S.A",Finance,Bank
28672,"BANCO BIC PORTUGUES, SA",Finance,Bank
28631,Banrisul - Banco do Estado do Rio Grande do Sul,Finance,Bank
28586,BANCO BRADESCO SA,Finance,Bank
28304,Banco Safra SA.,Finance,Bank
28248,BRB - Banco de Brasï¿½lia S/A,Finance,Bank
28196,BANCO VOTORANTIM S/A,Finance,Bank
28112,Banco Prival,Finance,Bank
28074,Banco Azteca El Salvador S.A.,Finance,Bank
28070,Banco Colpatria Red Multibanca Colpatria S.A.,Finance,Bank
28069,"Banco Azteca de Guatemala, S.A.",Finance,Bank
28059,Banco Hipotecario de Fomento,Finance,Bank
28055,Banco Azteca Honduras,Finance,Bank
28035,BANCO SUPERVIELLE SOCIEDAD ANONIMA,Finance,Bank
28033,Banco Familiar SAECA,Finance,Bank
28012,BBVA Banco Provincial S.A.,Finance,Bank
27999,"Banco de la Producción, S.A.",Finance,Bank
27957,Banco Mercantil C.A.,Finance,Bank
27910,Banco Industrial,Finance,Bank
27905,Banco de Finanzas,Finance,Bank
27862,"BANESCO BANCO UNIVERSAL, C.A.",Finance,Bank
27812,Banco de Credito HFS Panama S.A.,Finance,Bank
27811,Banco Avanz S.A.,Finance,Bank
27785,"BANCO CUSCATLAN SV, S.A.",Finance,Bank
27764,BANCO CONTINENTAL,Finance,Bank
27687,"Banco General, S.A.",Finance,Bank
27649,Banco Aliado,Finance,Bank
274010,BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A.,Finance,Bank
273987,BANCO POPULAR Y DE DESARROLLO COMUNAL,Finance,Bank
273749,Banco do Estado do Par SA,Finance,Bank
273688,BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO,Finance,Bank
273513,Banco ABN AMRO S.A.,Finance,Bank
273038,FIDUCIARIA CENTRAL S.A.,Finance,Bank
265859,BANCO PATAGONIA S.A,Finance,Bank
265807,BANCO COLUMBIA S.A.,Finance,Bank
13774,BANCO ITAU CHILE,Finance,Bank
26599,TELEFÔNICA BRASIL S.A,Access,LargeISP
26599,TELEFÔNICA BRASIL S.A,Mobile,
22394,Verizon Business,Access,LargeISP
22394,Verizon Business,Mobile,
4713,NTT Communications Corporation,Access,LargeISP
4713,NTT Communications Corporation,Mobile,
6713,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Access,LargeISP
6713,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Transit,Domestic
6713,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Mobile,
6713,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Government,Executive
6713,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Government,FederalNational
26611,COMUNICACIÓN CELULAR S.A. COMCEL S.A.,Access,LargeISP
26611,COMUNICACIÓN CELULAR S.A. COMCEL S.A.,Mobile,
37069,The Egyptian Company for Mobile Services (Mobinil),Access,LargeISP
37069,The Egyptian Company for Mobile Services (Mobinil),Mobile,
36992,ETISALAT MISR,Access,LargeISP
36992,ETISALAT MISR,Mobile,
36992,ETISALAT MISR,Government,Executive
36992,ETISALAT MISR,Government,FederalNational
20057,"AT&T Enterprises, LLC",Access,LargeISP
20057,"AT&T Enterprises, LLC",Mobile,
9644,SK Telecom,Access,LargeISP
9644,SK Telecom,Mobile,
197207,Mobile Communication Company of Iran PLC,Access,LargeISP
197207,Mobile Communication Company of Iran PLC,Mobile,
197207,Mobile Communication Company of Iran PLC,Government,Executive
197207,Mobile Communication Company of Iran PLC,Government,FederalNational
15557,Societe Francaise Du Radiotelephone - SFR SA,Access,LargeISP
15557,Societe Francaise Du Radiotelephone - SFR SA,Mobile,
12322,Free SAS,Access,LargeISP
12322,Free SAS,Mobile,
12430,VODAFONE ESPANA S.A.U.,Access,LargeISP
12430,VODAFONE ESPANA S.A.U.,Mobile,
35819,"Etihad Etisalat, a joint stock company",Access,LargeISP
35819,"Etihad Etisalat, a joint stock company",Mobile,
6057,ANTEL,Access,LargeISP
6057,ANTEL,Transit,Domestic
6057,ANTEL,Mobile,
6057,ANTEL,Government,Executive
6057,ANTEL,Government,FederalNational
37468,Angola Cables,Transit,Domestic
37468,Angola Cables,Government,Executive
37468,Angola Cables,Government,FederalNational
9498,Bharti Airtel Limited,Access,SmallISP
9498,Bharti Airtel Limited,Mobile,
3216,"PJSC ""Vimpelcom""",Access,SmallISP
3216,"PJSC ""Vimpelcom""",Transit,Regional
3216,"PJSC ""Vimpelcom""",Mobile,
397276,Ninth Judicial Circuit Court of Florida,Government,Judiciary
397276,Ninth Judicial Circuit Court of Florida,Government,StateProvince
269861,DIRECCION DE ADMINISTRACION DEL PODER JUDICIAL (CORDOBA),Government,Judiciary
269861,DIRECCION DE ADMINISTRACION DEL PODER JUDICIAL (CORDOBA),Government,StateProvince
17172,FIFTH JUDICIAL DISTRICT OF PENNYSYLVANIA,Government,Judiciary
17172,FIFTH JUDICIAL DISTRICT OF PENNYSYLVANIA,Government,StateProvince
61569,Tribunal Regional Federal da 1a Regiao,Government,Judiciary
61569,Tribunal Regional Federal da 1a Regiao,Government,StateProvince
53159,SUPREMO TRIBUNAL FEDERAL,Government,Judiciary
53159,SUPREMO TRIBUNAL FEDERAL,Government,FederalNational
52996,Tribunal Regional do Trabalho da 7a Regiao,Government,Judiciary
52996,Tribunal Regional do Trabalho da 7a Regiao,Government,StateProvince
52867,TRIBUNAL REGIONAL DO TRABALHO 12 REGIAO,Government,Judiciary
52867,TRIBUNAL REGIONAL DO TRABALHO 12 REGIAO,Government,StateProvince
52649,Tribunal de Justica do Estado do Rio Grande do Sul,Government,Judiciary
52649,Tribunal de Justica do Estado do Rio Grande do Sul,Government,StateProvince
52628,Tribunal de Justiï¿½a do Estado do Parï¿½,Government,Judiciary
52628,Tribunal de Justiï¿½a do Estado do Parï¿½,Government,StateProvince
52622,Tribunal Regional do Trabalho da 4 Regiao,Government,Judiciary
52622,Tribunal Regional do Trabalho da 4 Regiao,Government,StateProvince
52569,Tribunal Regional do Trabalho da 2a Regiao,Government,Judiciary
52569,Tribunal Regional do Trabalho da 2a Regiao,Government,StateProvince
274670,Tribunal de Contas do Estado do Rio de Janeiro,Government,Judiciary
274670,Tribunal de Contas do Estado do Rio de Janeiro,Government,StateProvince
273641,TRIBUNAL REGIONAL FEDERAL DA 2A. REGIAO,Government,Judiciary
273641,TRIBUNAL REGIONAL FEDERAL DA 2A. REGIAO,Government,StateProvince
273395,TRIBUNAL REGIONAL DO TRABALHO DA 6A. REGIAO,Government,Judiciary
273395,TRIBUNAL REGIONAL DO TRABALHO DA 6A. REGIAO,Government,StateProvince
272576,TRIBUNAL DE JUSTIA DO ESTADO DE RORAIMA,Government,Judiciary
272576,TRIBUNAL DE JUSTIA DO ESTADO DE RORAIMA,Government,StateProvince
272215,Tribunal Regional do Trabalho da 18 Regio,Government,Judiciary
272215,Tribunal Regional do Trabalho da 18 Regio,Government,StateProvince
271213,TRIBUNAL DE JUSTICA DO ESTADO DO AMAPA,Government,Judiciary
271213,TRIBUNAL DE JUSTICA DO ESTADO DO AMAPA,Government,StateProvince
270681,Tribunal de Justia do Estado da Paraba,Government,Judiciary
270681,Tribunal de Justia do Estado da Paraba,Government,StateProvince
269209,Tribunal Regional do Trabalho da 21 Regio,Government,Judiciary
269209,Tribunal Regional do Trabalho da 21 Regio,Government,StateProvince
268639,Tribunal Regional do Trabalho da 15 Regio,Government,Judiciary
268639,Tribunal Regional do Trabalho da 15 Regio,Government,StateProvince
268441,PIAUI TRIBUNAL DE CONTAS DO ESTADO,Government,Judiciary
268441,PIAUI TRIBUNAL DE CONTAS DO ESTADO,Government,StateProvince
268293,Tribunal Regional do Trabalho - 11ï¿½ Regiï¿½o,Government,Judiciary
268293,Tribunal Regional do Trabalho - 11ï¿½ Regiï¿½o,Government,StateProvince
268178,TRIBUNAL DE JUSTIA DO ESTADO DE ALAGOAS,Government,Judiciary
268178,TRIBUNAL DE JUSTIA DO ESTADO DE ALAGOAS,Government,StateProvince
268014,Tribunal de Justiï¿½a do Estado do Rio de Janeiro,Government,Judiciary
268014,Tribunal de Justiï¿½a do Estado do Rio de Janeiro,Government,StateProvince
267626,Tribunal de Justica de Goias,Government,Judiciary
267626,Tribunal de Justica de Goias,Government,StateProvince
267534,TRIBUNAL REGIONAL DO TRABALHO - 23 REGIAO,Government,Judiciary
267534,TRIBUNAL REGIONAL DO TRABALHO - 23 REGIAO,Government,StateProvince
267525,TRIBUNAL DE CONTAS DO ESTADO DO PARANA,Government,Judiciary
267525,TRIBUNAL DE CONTAS DO ESTADO DO PARANA,Government,StateProvince
267509,Tribunal Regional Federal,Government,Judiciary
267509,Tribunal Regional Federal,Government,StateProvince
267485,TRIBUNAL REGIONAL DO TRABALHO DA 24A REGIAO,Government,Judiciary
267485,TRIBUNAL REGIONAL DO TRABALHO DA 24A REGIAO,Government,StateProvince
267230,TRIBUNAL REGIONAL DO TRABALHO DA 22a REGIO,Government,Judiciary
267230,TRIBUNAL REGIONAL DO TRABALHO DA 22a REGIO,Government,StateProvince
267001,Tribunal de Contas do Estado do Maranhao,Government,Judiciary
267001,Tribunal de Contas do Estado do Maranhao,Government,StateProvince
266432,Tribunal Regional Federal da 4ï¿½ Regiï¿½o,Government,Judiciary
266432,Tribunal Regional Federal da 4ï¿½ Regiï¿½o,Government,StateProvince
266411,ALAGOAS TRIBUNAL DE CONTAS DO ESTADO DE ALAGOAS,Government,Judiciary
266411,ALAGOAS TRIBUNAL DE CONTAS DO ESTADO DE ALAGOAS,Government,StateProvince
266068,Tribunal de Justia do Estado de Sergipe,Government,Judiciary
266068,Tribunal de Justia do Estado de Sergipe,Government,StateProvince
265939,TRIBUNAL REGIONAL DO TRABALHO DA 16A. REGIAO,Government,Judiciary
265939,TRIBUNAL REGIONAL DO TRABALHO DA 16A. REGIAO,Government,StateProvince
265449,TRIBUNAL DE JUSTIï¿½A DO ESTADO DO RN,Government,Judiciary
265449,TRIBUNAL DE JUSTIï¿½A DO ESTADO DO RN,Government,StateProvince
265431,TRIBUNAL REGIONAL DO TRABALHO-14a.REGIO,Government,Judiciary
265431,TRIBUNAL REGIONAL DO TRABALHO-14a.REGIO,Government,StateProvince
265212,TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL,Government,Judiciary
265212,TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL,Government,StateProvince
63281,Vermont Judiciary,Government,Judiciary
63281,Vermont Judiciary,Government,StateProvince
397480,State of New Jersey Judiciary,Government,Judiciary
397480,State of New Jersey Judiciary,Government,StateProvince
55057,Office of the Illinois Attorney General,Government,Judiciary
55057,Office of the Illinois Attorney General,Government,StateProvince
399957,Queens County District Attorney’s Office,Government,Judiciary
399957,Queens County District Attorney’s Office,Government,CityCountyMunicipality
398118,Commonwealth of Virginia Office of the Attorney General,Government,Judiciary
