asn,arts_entertainment_and_recreation,financial_and_insurance_activities,household_activities,human_health_and_social_work,information_and_communication,manufacturing,public_administration_and_defense,trade_and_repair_of_vehicles,transportation_and_storage,utilities_and_waste_management,agriculture_forestry_and_fishing,mining_and_quarrying,construction,accommodation_and_food_service,real_estate_activities,professional_scientific_and_technical_activities,administrative_and_support_service_activities,education,other_service_activities,extraterritorial_organizations_and_bodies
AS28304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28074,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28070,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27910,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27905,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27862,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27785,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27764,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS274010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS273987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS273749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS273688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS273513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS273038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS265859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS265807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS13774,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS26599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS22394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS4713,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6713,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS26611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS36992,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS20057,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS9644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS197207,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS15557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS12322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS12430,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS35819,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6057,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37468,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS9498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS3216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS397276,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS269861,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS17172,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS61569,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS53159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52867,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52649,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52622,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52569,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS274670,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS273641,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS273395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS272576,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS272215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS271213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS270681,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS269209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS268639,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS268441,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS268293,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS268178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS268014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS267626,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS267534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS267525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS267509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS267485,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS267230,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS267001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS266432,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS266411,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS266068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS265939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS265449,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS265431,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS265212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS63281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS397480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS55057,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS399957,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS398118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS3924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS32099,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS54949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS3495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS22178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS263816,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28629,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS271961,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS264670,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS208789,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS35006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS10897,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52608,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS266407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS54811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS54715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS54572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS54263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS54136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS49329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS32568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS22246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS206627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS20309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS19069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS16115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS13836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS133017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS12740,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS11952,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS11723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS61268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS49104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS49090,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS328645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS29575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS24190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS215094,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS211081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS207524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS207511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS4788,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30844,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS8529,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS7738,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23520,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS327708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS8966,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS5713,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS3549,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS39386,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS31133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52803,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS22093,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS10050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS10055,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS10166,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
AS1030,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS10405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS10747,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS109,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS10906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS11284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS11431,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS11529,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
AS11643,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS11644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS11888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS12008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS12136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS12196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS12269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS125,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS13057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS131486,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AS131820,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS131931,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS131944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS132048,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS132203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS132221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS132394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS132425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS132825,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS132978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS13302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS133217,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS133253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS13335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS133616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS133869,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS134138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS13424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS135228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS135301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS135378,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS135629,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS135655,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS136907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS137087,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS137280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS137753,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AS13781,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS138040,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS138456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS138654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS138699,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS13884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS139174,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS139175,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS139876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS14061,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS141180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS141362,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS141617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS141773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS142596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS14509,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14618,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AS14627,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14650,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS147152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS149353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS149640,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS149771,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS15033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS150570,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS150686,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS15072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS15133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS151334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS151358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS15169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS151704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS152080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS152302,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS15319,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS15423,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS15497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS15937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS15966,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS16276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS16509,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS16532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS16552,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS16591,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS16684,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS16686,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS17139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS17374,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS17390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS17516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS18041,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS18241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS1828,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS18300,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
AS18568,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS18733,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS18779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS19527,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS19551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS196745,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS197131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS197795,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS198184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS198468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS198647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS198831,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS199064,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS199364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS199976,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS200052,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS200303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS200325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS200350,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS200777,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS201026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS201273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS201547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS202373,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS202662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS203391,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS204445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS204588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS204720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS20473,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS20491,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS205675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS206035,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS206063,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS206361,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS206446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS20650,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS207609,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS20868,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS209092,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS209242,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS209336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS20940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS209513,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS210213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS210464,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS211058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
